Well Row,,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,F,F,F,F,F,F,F,F,F,F,F,F,G,G,G,G,G,G,G,G,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H
Well Col,,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
Content,Wavelength [nm],Sample X1,Sample X2,Sample X3,Sample X4,Sample X5,Sample X6,Sample X7,Sample X8,Sample X9,Sample X10,Sample X11,Sample X12,Sample X13,Sample X14,Sample X15,Sample X16,Sample X17,Sample X18,Sample X19,Sample X20,Sample X21,Sample X22,Sample X23,Sample X24,Sample X25,Sample X26,Sample X27,Sample X28,Sample X29,Sample X30,Sample X31,Sample X32,Sample X33,Sample X34,Sample X35,Sample X36,Sample X37,Sample X38,Sample X39,Sample X40,Sample X41,Sample X42,Sample X43,Sample X44,Sample X45,Sample X46,Sample X47,Sample X48,Sample X49,Sample X50,Sample X51,Sample X52,Sample X53,Sample X54,Sample X55,Sample X56,Sample X57,Sample X58,Sample X59,Sample X60,Sample X61,Sample X62,Sample X63,Sample X64,Sample X65,Sample X66,Sample X67,Sample X68,Sample X69,Sample X70,Sample X71,Sample X72,Sample X73,Sample X74,Sample X75,Sample X76,Sample X77,Sample X78,Sample X79,Sample X80,Sample X81,Sample X82,Sample X83,Sample X84,Sample X85,Sample X86,Sample X87,Sample X88,Sample X89,Sample X90,Sample X91,Sample X92,Sample X93,Sample X94,Sample X95,Sample X96
Raw Data (Em Spectrum),698,1013,69928,44688,28159,13561,6780,869,176605,123230,70290,36749,14550,941,69252,52458,28811,18242,7022,1013,191613,144150,77866,35784,2775,941,75091,46763,31972,17301,5115,1013,195281,134619,72075,38197,26929,893,78156,49562,29293,15757,7601,1013,189996,146225,78904,41141,20969,820,190431,141689,86891,45219,15950,893,219024,159231,85419,42975,18218,820,201506,111213,75936,42637,19907,651,225732,154719,73595,39018,18097,820,208528,152041,95071,43530,20462,724,220472,156915,86601,56318,21355,917,199262,151823,81365,42227,18821,772,218300,160896,97411,33033,20317
Raw Data (Em Spectrum),699,1204,72035,44846,30650,14522,6822,903,184502,129021,75948,37246,14773,878,69226,53926,28919,18460,7775,878,198748,146528,79685,38099,2583,903,78255,49612,34964,18360,5568,1079,205169,138401,78029,38400,27766,953,81089,52421,29973,17156,9305,1079,200303,150616,78807,43266,22222,978,197369,145023,92376,47630,16529,828,230050,169026,89492,44219,18285,853,213697,112517,77302,43993,20868,1053,236471,161125,75872,40607,18937,1053,211941,152021,100729,43040,20968,853,231304,161903,88915,57187,21871,878,205119,159771,85930,42438,19714,803,226990,165540,100202,34287,20893
Raw Data (Em Spectrum),700,1235,74641,48079,31238,16000,7567,920,196600,133466,76901,39331,16210,998,75666,58247,30004,20178,6962,1103,213231,154485,84283,39173,2995,1051,80448,52099,36546,18260,5754,1025,212627,145788,81157,39593,29636,972,84415,55804,30082,18312,8276,1103,208449,157874,86832,43823,23304,946,208186,153066,93742,49971,16315,893,238532,176790,91167,44743,19705,736,227261,117492,81104,44322,21412,1025,246203,167542,80159,43166,20650,1077,224318,161132,104592,47974,20414,814,241422,172771,93873,59876,21675,893,216173,166202,88356,44086,20151,920,239661,180285,105854,35679,22096
Raw Data (Em Spectrum),701,1453,75989,51610,34306,15110,8858,1015,203615,139336,80431,42533,17496,1069,74892,60879,30823,18812,8007,878,221879,164153,89124,43027,2797,1152,86602,52679,38310,19553,5951,1042,221796,148852,83612,39626,30577,932,86602,59782,31865,17715,9324,1179,220233,167417,89042,45879,24790,932,214941,158477,100148,50211,18675,987,249082,182280,99874,48045,20677,1207,228378,123814,84874,48401,22240,823,261039,172161,83941,43246,21088,1015,232491,169940,108101,49252,22350,878,253031,180031,99161,65815,22267,1042,222537,175315,93073,47606,21116,932,249164,188615,107635,37542,21746
Raw Data (Em Spectrum),702,1224,82217,50162,33451,17167,8598,968,213315,144478,84836,41166,17252,1110,79940,60837,32910,19985,8484,1025,231877,174427,90445,43927,3274,1139,89904,55514,38860,19843,6235,1253,229884,159310,87199,43045,31714,996,93263,59158,33593,18305,9110,1196,228916,168192,91384,48283,24825,968,222767,163837,104337,54916,18618,1025,261029,193558,102117,50760,21266,1281,244403,129532,87626,48795,22974,1053,271761,182085,84979,45464,22206,1110,248929,178897,114045,50788,23145,911,263932,184761,102088,67528,23287,1110,234268,181516,94971,47400,23202,968,254481,191110,112906,39315,22376
Raw Data (Em Spectrum),703,1275,85678,52107,35114,16519,9194,1038,222040,154245,87280,44129,19010,1038,83899,64741,33186,21294,8512,1186,241288,179513,97541,45553,3055,1008,90275,58305,38761,20582,6198,1127,241851,166849,89979,44871,34343,1186,95643,64177,35618,18595,10706,1186,235386,180046,96147,51988,26306,1157,233073,177259,108603,56111,18091,1008,271122,200599,104273,51158,23192,1097,254188,133515,91165,52196,24467,979,288442,184406,89712,45820,23103,1127,259052,186185,115958,51573,22213,801,277439,191909,105104,67944,24052,1157,245855,186245,99765,51366,23785,890,268987,198018,118390,41520,23933
Raw Data (Em Spectrum),704,1329,87074,53969,36968,18701,9273,1144,232877,160485,92607,47262,19133,1236,85374,67013,35145,22224,8809,1175,247064,185090,96934,46272,3586,1175,96409,60491,41018,21235,6151,1113,253648,170129,93658,45561,33816,1051,96872,64015,36134,20462,10571,1422,246724,188706,101045,51867,27139,1298,243108,180948,115727,56967,20401,1020,281776,206541,110689,54031,24110,1329,263601,143176,95079,50074,24883,1020,297355,195785,95852,50723,23244,1113,262674,192632,123548,54062,25284,989,284960,198721,114522,70877,25223,1205,255843,193188,103611,53938,25563,989,279365,206789,122929,44047,24944
Raw Data (Em Spectrum),705,1904,89214,56420,37215,18172,9167,1130,240884,165582,96347,47996,19399,1388,89859,69460,35989,23014,9489,1356,257313,188531,103351,49545,3615,1388,102028,62230,41702,23336,6810,1227,265350,175394,100672,49578,35473,1162,101641,64522,38377,20851,11394,1420,256248,192242,103739,55872,28501,1130,254311,188724,115003,58680,21690,1130,297401,215353,116230,57486,24434,1097,277196,146118,98736,57841,26822,936,304115,207800,96993,51805,25499,1097,276195,202829,126688,57066,25402,1001,301726,213223,119458,74076,27371,1162,262736,203217,110710,54516,24789,936,288912,215611,129367,46059,26048
Raw Data (Em Spectrum),706,1478,94259,59873,41673,19510,10376,1175,249768,172299,97886,49833,20282,1242,94158,72130,39759,21961,8999,1276,263603,202655,108296,50874,3996,1276,104870,62660,45098,23338,7455,1276,271192,180996,104165,50941,38751,1175,104434,68268,38751,22264,11787,1310,270353,204032,107322,55004,28912,1377,265584,196577,121828,62492,20820,1209,304201,228210,119813,57287,24950,1108,285128,152520,102318,58530,26830,1142,315014,215349,103158,52620,26327,1108,283348,206987,131331,59269,25756,1041,313301,218069,123944,79182,29886,1343,276263,207390,110411,56649,25957,1075,308097,228042,133481,47314,27166
Raw Data (Em Spectrum),707,1680,95620,60725,41475,19600,10290,1295,256690,175980,102165,54355,20965,1260,96985,74900,40250,25200,10150,1435,277900,205555,111300,52045,4305,1330,108780,65380,47460,24605,6825,1365,281330,190960,111265,52920,38570,1120,113540,71960,40040,21980,12740,1505,275625,210700,110565,55580,30450,1400,275905,199885,130095,63420,22365,1225,315700,233100,124285,60340,24675,1575,294735,157605,105035,60410,29155,1295,332395,223195,105700,56175,27545,1260,294385,216825,135030,61495,29365,1120,315630,227990,124950,81235,27720,1435,288085,219940,117775,57575,26530,1015,311465,232435,136080,49630,28000
Raw Data (Em Spectrum),708,1609,101303,61930,42700,19997,10346,1280,272359,187325,106312,52461,21533,1316,98707,80282,39922,24604,10529,1280,283729,210137,114135,53668,3802,1462,110296,68912,46795,24969,7202,1426,294258,191200,110150,56300,39629,1389,115122,74213,42005,23799,11772,1535,284606,215219,118230,60175,30855,1316,280073,210978,127259,65512,21569,1097,332278,241139,128831,61966,26724,1060,312902,164256,108871,62039,29137,1060,341491,230646,108907,60065,28040,1426,307382,223846,139872,61089,28735,1280,336300,236094,129745,84267,30234,1243,291699,231560,121227,62149,27748,1170,322773,242637,141481,49061,28954
Raw Data (Em Spectrum),709,1869,101997,64997,44590,22505,10947,1449,272539,190949,107070,54355,22848,1449,105773,77776,43065,26167,10795,1526,297104,217688,117369,57674,4654,1373,113440,71787,50198,26968,7476,1411,300956,204261,117636,57712,40509,1297,114966,75373,44056,24221,13465,1716,296455,218413,120573,60878,33757,1373,297027,212767,134343,68278,23878,1335,338452,247326,128965,67629,28532,1411,316633,168024,114356,64044,30134,1488,352031,231877,110122,60191,29028,1259,325750,230771,145634,63662,30820,1221,343487,243054,130605,87159,31469,1373,306182,230924,123854,63472,29981,1182,337613,248623,146931,51685,29752
Raw Data (Em Spectrum),710,1804,107235,69553,46221,20966,11465,1443,283101,198876,110683,55602,23812,1403,106995,82621,44097,29024,10944,1764,308316,229102,120424,57045,4811,1644,118259,71878,51473,27460,7737,1644,314931,211063,116776,58127,42654,1523,125154,80336,44738,23371,14351,1604,305229,229423,122669,65704,31710,1523,302543,224973,140227,70074,24494,1323,353615,259369,139506,65985,30226,1203,324271,174342,117217,65544,33714,1163,364880,243414,114291,62136,30066,1604,327318,240367,151452,68190,29665,1283,352172,245739,137181,88314,30226,1483,313407,241530,126678,64461,30306,1283,347362,256442,152975,54199,32231
Raw Data (Em Spectrum),711,1929,111223,66264,46637,21976,11030,1552,293072,199170,119108,57667,22605,1510,105729,84172,47349,30909,10904,1552,315384,229366,124560,59218,5033,1594,121876,73100,50747,25877,7968,1510,315174,214184,122421,61735,43785,1426,123050,81614,44414,26548,12750,1594,312825,236705,126699,64419,33258,1468,312741,227688,142887,73603,26170,1300,359168,260611,138693,68948,29735,1887,334088,181304,122211,69703,32671,1258,372337,251720,116130,63077,31496,1636,338199,241486,159873,70500,31916,1216,363278,253355,139448,92728,33551,1636,318948,252726,130222,69493,32042,1300,356358,262792,158405,55612,32461
Raw Data (Em Spectrum),712,1750,111710,69748,46294,24504,11289,1444,300870,206662,116567,61259,24154,1707,112454,86813,46382,29273,12296,1619,324717,243242,127550,58765,4769,1619,124181,77974,53295,28398,8489,1707,322835,223158,123875,58677,43581,1531,127681,82569,46382,24941,13477,1838,327911,236679,130307,62134,33124,1663,317672,231209,144659,74386,25072,1488,361560,266215,144134,67429,32030,1882,341870,182202,124662,70185,32555,1663,379763,253175,121249,63578,31942,1444,340251,247137,156429,70623,32511,1356,368605,258601,145447,94602,34611,1488,334518,251862,133851,68216,31198,1488,362391,268927,160368,54871,32117
Raw Data (Em Spectrum),713,2019,113796,72040,48225,22989,12986,1560,301650,213458,118246,57953,24916,1881,111547,87457,46252,26935,12114,1698,327070,238741,129397,61073,3946,1698,122697,79060,55521,28311,8259,1744,336064,220525,125221,61027,46161,1514,132150,81401,50061,26751,13399,1973,325051,243146,134260,65754,35194,1514,323767,238833,145043,75665,27761,1422,373323,272192,144768,69654,31890,1468,349462,180467,129901,71535,33726,1377,383831,256269,126506,66029,30193,1606,349692,254159,158534,72958,33037,1422,381766,264896,142749,93468,33496,1698,337349,264621,135866,67910,33496,1331,367037,273385,162572,57632,33772
Raw Data (Em Spectrum),714,2113,115021,74151,47785,24493,13063,1777,309811,205356,119247,62625,25261,1681,114204,90384,45528,30352,12391,1921,330030,246658,131541,62193,4658,1825,129140,77465,56862,27615,9701,2161,331855,223414,125202,67043,45096,1969,134519,84284,48698,27518,14456,1633,330558,252757,130773,68628,36499,1681,335361,241231,150847,80202,28479,1585,379592,275905,149263,73335,33137,1345,352025,189844,129812,72950,34674,1729,401540,260009,125010,65843,32369,1777,352698,260921,164535,74583,34674,1345,381273,266444,145325,98980,36259,1633,344053,270719,141675,74199,34050,1537,369843,279315,165207,55901,32273
Raw Data (Em Spectrum),715,1914,119324,73488,49815,23472,12995,1662,315411,209384,122900,60846,26393,1864,115244,89959,47548,29869,11837,1813,331327,245448,130556,63818,5087,1813,129751,81799,58781,29617,9671,1763,333795,228726,128491,64926,47296,1813,131262,87289,49966,28559,16370,1763,328607,256429,134183,69963,37575,1763,336415,248873,158511,76359,27753,1612,388144,276022,145315,74244,32639,1914,360239,190344,126829,71977,35409,1662,397210,263531,128189,67394,31027,1662,363815,262020,165361,75352,34755,1713,386330,273554,149596,96306,35309,1713,341401,275166,141688,72229,35611,1763,375753,275216,163296,57924,32941
Raw Data (Em Spectrum),716,2372,115643,75743,52182,25458,12861,1898,316886,220218,122917,60721,26723,1898,113799,90659,47438,28621,12597,2003,341501,253951,132089,62460,4849,1845,129611,81066,57400,30887,8592,1845,337969,234291,132247,65306,45646,1634,136094,83860,49125,26934,15075,1687,329747,254531,139415,69154,36316,1792,337337,246888,157758,79801,26934,1739,389624,286157,146373,68996,32416,2266,366116,190174,131509,76481,33786,1739,391100,264441,125342,65992,33312,1898,360423,262385,167667,77482,35526,1529,389624,278039,149061,98618,34419,1739,353782,268236,143684,74689,34050,1634,387147,278883,167983,60352,33839
Raw Data (Em Spectrum),717,2530,115321,73141,49769,26287,12374,1760,315718,217884,126210,62253,27057,1870,115871,93049,50319,30026,13198,1980,336285,248681,134184,65772,4674,2035,132039,82985,58513,28542,9569,2200,336890,234877,131599,65662,46250,1815,137044,88595,48064,27662,15618,2310,333701,252805,134569,70942,35746,1980,342610,245216,147878,80455,29147,1925,386164,280082,152882,75891,31621,2255,358228,192092,130445,76936,37561,1870,399528,268368,126045,70172,31071,1925,362297,270513,171800,73526,33051,1815,387649,274638,153872,98493,35911,1815,348164,274033,144028,74791,34151,1705,383250,280027,170425,58678,34316
Raw Data (Em Spectrum),718,2421,119439,75168,49632,22827,11183,1787,309090,210921,124397,64043,25998,2190,116211,90963,45827,28995,12394,2190,336529,246776,130507,65138,4612,2190,128835,78224,57702,30206,8762,2018,333819,228676,129815,63236,46461,2075,135753,85429,50900,26401,13489,2018,333128,251503,139211,69173,34875,2018,336298,253521,155525,81048,28822,1902,386161,278999,148780,72286,31935,1614,361777,188555,128951,74361,34644,1845,391925,269892,126184,65427,34587,1845,359990,257786,165267,72401,31993,1845,380454,275080,152009,97016,35567,1845,348230,268969,144572,75630,32800,1845,380569,280613,170397,58855,34990
Raw Data (Em Spectrum),719,2301,115347,75263,50438,24159,13866,2119,308258,208230,121644,61397,24704,2119,116679,91066,48076,28640,12836,2180,336595,245710,133209,65212,5268,2119,129636,77988,54616,28034,9143,2180,335989,231662,128789,59762,44686,1877,129758,81500,50559,27187,13684,2119,327633,249040,132119,67331,36511,2483,332417,250675,149678,77927,27853,1998,373469,278043,150587,72175,31304,2059,366324,191155,127396,69874,34029,1998,385276,267023,126670,68360,29972,2180,357424,259697,168085,76898,33423,1877,387396,265449,144411,94276,35845,1938,344163,267205,142170,73689,35603,1877,369957,269445,160698,58370,32333
Raw Data (Em Spectrum),720,2299,112265,69543,48150,25991,14241,2363,298416,209907,120631,63157,24458,2427,115394,87296,46618,31100,13091,2299,326451,242411,129188,63668,5684,2299,129699,79122,54664,28290,9579,2235,327792,226127,129507,59964,46234,2235,134680,82571,47575,27460,14752,2299,318213,247967,131040,68905,34931,2107,327409,244583,152050,79633,27651,2171,368215,273511,141130,71587,32249,2171,354932,190366,121461,72289,34165,1916,389225,253395,127272,64115,33462,2171,358828,261186,162459,72545,32888,2107,379071,264826,145983,94832,34612,2107,342607,265082,134808,72034,33143,1980,370769,266997,156903,60284,34165
Raw Data (Em Spectrum),721,2553,112377,69858,47221,24383,13703,2149,300725,199834,117079,62536,24921,2351,111840,88935,47624,28816,11285,2418,311540,236711,129775,61999,4903,2351,120975,74090,53670,29018,7725,2418,318459,214948,126954,60387,43796,2284,126080,80404,48699,26062,14643,2418,313018,242555,128431,64753,33518,2284,321011,231606,146769,73754,28346,2149,360911,265796,140388,70463,30899,2149,345260,188751,125677,74291,35937,2217,380323,252698,118020,64417,31638,2217,345932,253303,160472,71806,35534,2015,363799,251355,140321,90547,34324,2149,333572,252832,131051,69522,31503,2217,350029,258609,155165,55954,33787
Raw Data (Em Spectrum),722,2944,107448,68197,45839,21938,13738,2313,288560,192957,111793,55581,24181,2383,112494,86281,44227,28386,11425,2874,307694,229053,124900,58385,5397,2243,118802,76188,52217,28176,9042,2313,307694,208517,110742,59086,40792,2173,124059,76538,46119,28176,13668,2523,300966,226811,128545,61679,34624,2383,304680,228423,140951,71632,25513,2313,350309,250501,136395,67076,29928,2383,333838,177187,122096,66796,34274,2383,361804,246366,109691,60137,28807,2383,336431,245875,155810,67286,34064,2313,353883,248538,138007,89294,30559,2313,333838,252954,140250,66305,31610,2173,344351,254917,146277,52497,28807
Raw Data (Em Spectrum),723,2947,106036,67055,43844,21443,11643,2579,276253,187092,105299,54676,21369,2653,107141,77150,40823,27485,11495,2726,288633,214946,122100,56150,4863,2432,116205,67719,46423,28443,8842,2432,297033,196966,109647,57329,38170,2358,121731,74866,44581,25275,12969,2653,281485,217230,120773,59171,31538,2358,293275,214651,138532,75603,25348,2505,331666,247073,129984,63592,29549,2653,321866,175891,124163,67055,29401,2284,348540,228209,112668,59760,29401,2358,327024,235504,154817,69487,31759,2211,335719,233367,132121,87614,34707,2505,311918,238010,121731,63150,30064,2211,320908,247884,142511,53055,29328
Raw Data (Em Spectrum),724,3020,99132,64590,44299,20291,10533,2401,263628,183548,102230,52122,21453,2633,100216,76982,41047,28036,11462,2556,273464,198805,112685,53593,5266,2478,112530,69005,47862,26177,9836,2788,274858,194933,107651,54600,36865,2556,110052,72490,41047,23544,13476,2633,279427,207325,111678,56691,31985,2788,287017,211662,131892,67611,25635,2401,320939,232804,122598,60950,27106,3175,302042,161011,115473,63196,30591,2478,332091,220258,105250,58162,28500,2866,312420,226376,145212,64978,31598,2401,324656,227693,123295,79538,29275,2633,302971,233037,122908,60331,30437,2323,311258,230326,140101,52586,29197
Raw Data (Em Spectrum),725,2988,92291,59428,43521,20025,10255,2745,242556,168836,95843,49092,24869,2826,93825,72831,37950,22770,11950,3068,260723,194674,106502,51596,5006,2826,99961,63626,45217,24546,8478,2907,264195,175457,106179,49012,34801,2826,106986,69602,40937,21882,12354,2988,245624,192817,106017,58217,27776,2745,274773,194916,129917,64676,22366,2342,295766,221320,114415,54099,25838,3311,295847,158824,108359,59831,29714,2503,305778,209208,99719,51353,26242,2665,292133,208482,131936,59266,27937,2745,299642,211954,119098,80018,31652,2503,279375,211954,110054,62657,30441,2665,300207,217848,133147,46912,26080
Raw Data (Em Spectrum),726,3531,91558,57591,39011,19169,11771,2690,226498,160331,89792,46241,20010,2859,85672,68605,36068,23289,11182,3111,246508,183536,96014,50025,5045,3111,102656,61123,42458,22616,8323,2774,244490,168823,94080,49688,34050,2943,99797,64906,36068,22028,11939,2774,244490,181434,95257,51370,26400,2943,258194,190934,119218,61879,23877,2606,280306,210188,110475,55910,24298,2018,274085,150999,102992,57507,29342,2774,288461,195895,91810,51538,26568,2606,277868,203209,129728,57339,27156,2606,280558,198333,110222,74154,25895,2522,265677,204807,115099,55153,25727,2943,273412,199930,123422,46493,26315
Raw Data (Em Spectrum),727,2728,78855,50604,35907,19098,9857,2992,217819,154717,85015,43828,20594,3168,83519,64950,33267,21914,11353,2816,230932,172935,91528,47436,4840,2904,92144,55885,38283,21562,8625,3080,229612,157093,89240,43388,33883,2904,95312,60197,35819,21474,10737,3080,227411,169238,95400,49108,24466,2904,245013,172583,111153,56765,20506,2728,253726,193705,102177,48316,23234,3080,255750,138084,100417,54125,30187,2816,280128,180855,87919,48668,23762,2728,256102,188688,120218,55797,24818,2816,266663,189568,104289,65302,24994,2904,254606,194761,104025,54477,26578,2728,256190,194233,119074,40219,22002
Raw Data (Em Spectrum),728,3707,76833,50048,35033,17795,9732,2966,197226,134295,80911,41150,16961,3244,78501,58111,32809,23356,9824,3151,213908,159412,86286,46804,5283,3058,86286,54404,38555,21317,8063,3615,217245,145046,81467,42726,33273,2780,86008,56350,34107,20668,11678,3337,208718,165343,89252,47082,27804,3058,221786,167660,103803,52828,20853,2966,245327,178133,95554,46341,22151,3429,242083,128642,86101,48287,25117,2966,248756,167846,79799,44858,22522,2780,239117,175353,112237,52828,25024,2780,237820,174055,101115,62745,23819,2966,229479,177763,100652,50604,25487,2873,239210,179894,103247,39297,24375
Raw Data (Em Spectrum),729,3411,74164,45999,34597,16665,9941,3119,184387,130006,72020,36059,17542,3021,73482,57986,32355,19881,9356,3021,195107,149303,81376,39860,4678,3314,79329,49508,38690,22123,7309,3216,203488,137316,81181,40834,29529,2924,81181,53503,34110,20076,11207,3508,198031,153980,80206,43563,24851,3216,211285,152031,95702,50190,18906,3216,214306,162557,87710,46097,21050,3021,227170,118117,85469,49313,22805,2631,232433,155442,75821,42296,20563,3314,229022,168014,105350,48143,24949,2729,223856,164018,84787,54770,23779,3021,225513,167819,86833,48241,23000,3021,222784,163434,96481,39957,22220
Raw Data (Em Spectrum),730,3390,67177,44682,30404,16127,10066,3492,169174,116378,72312,34513,17565,3595,67279,54132,29172,19824,9861,4109,181192,133737,75908,36875,4930,3492,72621,47763,33486,19413,7498,3595,182527,122849,72210,36362,25987,3184,76729,49304,31739,19619,9655,3390,186739,138154,71593,39546,22700,3184,196908,142160,93678,49304,17770,3287,217348,150274,82790,41189,19105,3801,212110,116583,74675,41703,23728,3081,212418,145447,71491,39340,20132,2979,210158,156129,100251,43038,22187,2979,210261,150172,83919,54132,21570,3184,202454,151610,82584,41087,22084,3287,209131,155821,95013,33177,22803
Raw Data (Em Spectrum),731,3469,62014,40362,25331,14505,9775,3469,156296,108472,62644,32163,13979,3469,59807,49085,25436,17028,9565,3363,165440,124238,69161,30692,5361,3679,64852,43830,29746,19025,7147,3574,169119,108156,65272,33319,27013,3258,67900,43935,24806,17868,9565,3469,157872,126235,66744,35421,22703,3363,173533,128127,78200,41097,15871,3469,191192,140950,73260,36893,18289,3574,188984,107210,72630,40256,20601,3363,195816,125079,68005,33424,17343,3363,192768,136956,90393,43410,19971,3048,191822,136115,71579,52239,19025,3469,178053,143052,76414,37629,20181,3153,182888,133382,83876,32268,18709
Raw Data (Em Spectrum),732,3842,56306,37537,26342,15147,9110,3622,138295,97465,58830,32818,13829,3842,59159,47196,24915,16464,8890,4061,155197,109319,61025,31830,4939,3512,59598,39842,26671,18439,7683,3402,155197,100099,61354,29635,23817,3622,67172,42147,26781,16683,10537,3512,146197,114367,61464,36879,18549,3402,156953,121282,75184,41818,14817,3402,170563,127977,69147,35781,17012,4390,171441,93953,71672,42915,16683,3842,179454,118319,56415,32818,17012,3732,176929,131929,86818,39622,20964,3183,172978,120294,70574,46098,18659,3622,166502,134892,71781,38305,17890,3183,170673,130831,73318,28756,17122
Raw Data (Em Spectrum),733,4511,50659,37705,25214,13879,9484,3932,130117,91024,52047,27296,14920,3817,49618,39440,24404,14920,8212,3585,145731,102012,56673,29378,4973,4048,60374,36086,27296,14226,6940,3932,139833,98311,56558,31575,22438,3701,55864,42794,23595,14573,9947,3701,137404,107679,57252,31922,17812,3701,147350,110455,71131,37242,14689,3932,164237,121905,66042,32500,16424,2891,160536,87786,61184,34929,18043,3354,169557,113578,54476,29956,15961,3585,157182,120402,78302,33773,16077,3585,160767,109414,65579,41522,17580,3701,152902,123062,68702,33079,18043,3932,150705,112768,74601,30650,16539
Raw Data (Em Spectrum),734,4273,48350,30158,24785,13308,8425,4273,128078,85955,49327,26861,14774,4151,51280,35530,24541,16727,8547,4640,128445,94990,52379,27594,4884,4395,57507,34675,24785,14651,6105,3663,136137,88641,49937,30402,21733,3785,56530,39681,22954,13186,9768,3907,131741,94624,55676,28692,19291,4151,142730,106956,63856,34553,14163,3663,145050,111962,60926,29059,15506,3663,146026,86688,59461,33943,15628,3785,153596,108055,50792,30646,15872,4518,156771,109276,73013,36140,14407,3663,149933,107078,57263,35530,18925,3785,142730,111473,60926,33576,15140,3541,150788,110374,67763,29181,17215
Raw Data (Em Spectrum),735,4611,44444,27538,23055,12296,9350,4611,114249,78386,44572,26129,12168,4355,44572,35350,21262,13064,8069,4099,122318,88120,45469,27666,5636,4227,50592,34710,22798,13833,6660,4611,125648,78642,50080,25744,20749,4227,53666,35735,21646,13833,8453,4355,118219,93628,48927,27538,17035,4099,130899,89913,61479,34838,13064,3842,136919,98367,56740,27281,14473,4867,138712,76337,59814,31124,16266,3842,143963,96958,47390,26513,15242,4483,147294,107076,65962,30355,16266,4099,145629,92219,60198,37912,15754,3842,128081,101953,59686,31124,15882,3842,132948,101440,58661,24335,15626
Raw Data (Em Spectrum),736,4555,43411,25323,20901,11389,6833,4287,106115,70475,42875,20231,12862,4153,42607,33898,22375,13934,9245,4823,106785,82132,46760,23313,4823,4287,46090,27735,20365,12862,6699,4555,110134,70475,47430,25323,20231,4019,47028,31084,16748,12996,9245,4287,106249,84945,45420,28538,14872,4421,115628,90975,58283,28404,12192,4019,123935,95396,51718,27199,13264,4555,127418,68331,50914,29878,18624,3886,130768,86553,46492,27199,12728,4689,131438,93386,66054,26931,12862,4019,121255,93654,47430,32290,15140,4153,120585,94726,51048,30012,16480,4287,123533,90171,57613,20767,15542
Raw Data (Em Spectrum),737,5042,37957,24091,19469,10925,8824,4762,95662,68910,40058,24651,13866,4762,38657,32494,18068,12606,6863,4482,99444,76334,42019,23390,5322,4762,42299,28012,23951,12466,6303,5042,104906,70171,41878,22970,17368,4202,43979,31374,18208,11485,9104,4342,99864,85018,42439,22690,13726,4762,109949,78435,53644,27312,10925,4342,110509,87539,47901,24231,13026,3642,120173,61207,48742,26472,15407,3922,121714,83057,37537,24931,14286,4762,114991,86978,57705,28012,13586,4482,110649,85718,45380,33195,14146,4202,112049,90200,50142,25771,14706,4062,106587,78715,48181,23390,15547
Raw Data (Em Spectrum),738,4852,37932,25141,19554,12203,8527,5146,87186,66602,38520,21466,11615,4852,37491,31904,18819,13085,7645,4411,90714,69690,41902,20583,5587,4558,44254,24553,21613,11615,7057,4705,98948,62485,40285,21025,16026,4705,43078,30581,17349,12938,7204,4558,97330,71895,42490,24847,14849,4852,101888,74836,49694,23818,11321,4852,113209,78070,39844,24847,13085,4411,117179,58075,38079,24700,14702,4117,113650,74394,37344,23818,12350,5440,105123,80422,48518,23818,14849,4705,108357,78805,43078,31169,13526,4411,104240,82775,45284,25435,13379,4558,111445,80569,48518,18672,12791
Raw Data (Em Spectrum),739,5252,35995,22091,17766,12050,8497,5407,77242,55769,33832,20392,11123,4789,35068,26880,17766,10968,9887,4943,89291,60712,37539,19774,6025,4943,38312,24563,19001,11432,6797,5098,87129,63956,39084,21319,14521,4943,39239,26571,17302,10659,7415,4943,84348,65810,39393,22864,13749,5252,97788,68745,40938,27344,12513,4943,101650,70599,43101,21628,9887,4789,95316,57622,40629,25644,12668,4326,107366,74461,36458,19156,13131,5407,103658,71680,48817,23018,15139,4635,108447,72298,44800,30124,13904,4789,94235,78478,43101,25181,12822,5407,96243,71526,45573,19619,12513
